id,상품명,브랜드,품번,성별,이미지_URL,현재_가격,평균_키,평균_몸무게,구매사이트,부위,스타일
298,[무료반품]시어링 데님 셔켓  애쉬 (263X39EP84),에잇세컨즈,263X39EP84,남,https://image.msscdn.net/thumbnails/images/goods_img/20231027/3664249/3664249_16983780719911_big.jpg?w=1200,33200,0,0,https://www.musinsa.com/products/3664249,상의,워크웨어
299,쿄듀로이 셔켓 (KHAKI),애드호크,HYWUJAC-65,남,https://image.msscdn.net/thumbnails/images/goods_img/20230922/3586364/3586364_16953502096614_big.jpg?w=1200,39000,174,75,https://www.musinsa.com/products/3586364,상의,워크웨어
300,만셀 로고 후드 - 블루:에크루 / SW0001FAA1M07ELUEC,이자벨마랑,SW0001FAA1M07ELUECSS23,여,https://image.msscdn.net/thumbnails/images/goods_img/20230419/3247304/3247304_16927559335595_big.jpg?w=1200,184517,161,50,https://www.musinsa.com/products/3247304,상의,캐주얼
301,[24FW clove] Half-Zip Knit Sweater (Black),클로브,CLKNED012BK,여,https://image.msscdn.net/thumbnails/images/goods_img/20241011/4508822/4508822_17290628338162_big.jpg?w=1200,218000,0,0,https://www.musinsa.com/products/4508822,상의,캐주얼
302,에센셜 후드 스웻 셔츠 (MELANGE GREY),토피,TAS-EHSS02MG,남,https://image.msscdn.net/thumbnails/images/goods_img/20220119/2314616/2314616_1_big.jpg?w=1200,35900,172,62,https://www.musinsa.com/products/2314616,상의,캐주얼
303,에센셜 헤어리 라운드 니트_차콜 그레이,디미트리블랙,DBD9KL02CH,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240909/4421530/4421530_17268220223163_big.jpg?w=1200,35900,173,69,https://www.musinsa.com/products/4421530,상의,캐주얼
304,(4 COLOR) 셔틀랜드 울(WOOL) 크루넥 스웨터,키뮤어,KBCWUKL051,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230925/3591840/3591840_17168732886607_big.jpg?w=1200,34750,171,68,https://www.musinsa.com/products/3591840,상의,캐주얼
305,아틀리 로고 맨투맨 - 라이트 그레이 / PU0048HAA1L03H02LY,이자벨마랑,PU0048HAA1L03H02LYSS23,남,https://image.msscdn.net/thumbnails/images/goods_img/20230405/3207161/3207161_16860382958890_big.jpg?w=1200,209215,171,66,https://www.musinsa.com/products/3207161,상의,캐주얼
306,[3-PACK]베이직 트래블러 피그먼트 스웨트셔츠,트래블,TRTOAWCR92U,공용,https://image.msscdn.net/thumbnails/images/goods_img/20210226/1817394/1817394_17152436181527_big.jpg?w=1200,59900,171,71,https://www.musinsa.com/products/1817394,상의,캐주얼
307,바이오 웨스턴 데님 반팔 셔츠_인디고,디미트리블랙,DBD4SS02IN,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240408/4036295/4036295_17201502151408_big.jpg?w=1200,35900,176,73,https://www.musinsa.com/products/4036295,상의,워크웨어
308,[논기모 OR 기모] 오버핏 하프집업 카라넥 스웨트 셔츠 [그레이],리메인세컨드,YSLMMT01,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240724/4272219/4272219_17321501315958_big.jpg?w=1200,19800,176,73,https://www.musinsa.com/products/4272219,상의,캐주얼
309,레이어드 크루 넥 긴팔 티셔츠_일반 기장 [화이트],무신사 스탠다드,MMBTL503-WH,남,https://image.msscdn.net/thumbnails/images/goods_img/20220809/2705733/2705733_17048688898813_big.jpg?w=1200,17890,169,58,https://www.musinsa.com/products/2705733,상의,캐주얼
310,Wonder Brush Denim Shirt - 2COL,어반드레스,AD43SH05,여,https://image.msscdn.net/thumbnails/images/goods_img/20240809/4313677/4313677_17241376469805_big.jpg?w=1200,52260,164,53,https://www.musinsa.com/products/4313677,상의,워크웨어
311,피그먼트 헤비 스웨트 맨투맨_6Color,맨인스토어 프로덕트,피그먼트 헤비 스웨트 맨투맨_6Color,남,https://image.msscdn.net/thumbnails/images/goods_img/20240909/4421630/4421630_17285288368220_big.jpg?w=1200,49900,176,78,https://www.musinsa.com/products/4421630,상의,캐주얼
312,Vintage Long Sleeve Henley Shirt Black,브론슨,B-TOP-0003-BLACK,공용,https://image.msscdn.net/thumbnails/images/goods_img/20210823/2081571/2081571_16878489357266_big.jpg?w=1200,48420,176,77,https://www.musinsa.com/products/2081571,상의,캐주얼
313,프레첼 코듀로이 셔츠 카키 JJLS7525,더블유브이프로젝트,2177368,남,https://image.msscdn.net/thumbnails/images/goods_img/20210930/2154604/2154604_1_big.jpg?w=1200,47900,173,68,https://www.musinsa.com/products/2154604,상의,워크웨어
314,오버사이즈 스톤 워싱 데님 셔츠 블루,파르티멘토,Oversize Stone Washing Denim Shirts Blue,공용,https://image.msscdn.net/thumbnails/images/goods_img/20220302/2392759/2392759_16800703603984_big.jpg?w=1200,45000,171,60,https://www.musinsa.com/products/2392759,상의,워크웨어
315,베른 노르딕 라운드 니트_Charcoal,맨인스토어 프로덕트,베른 노르딕 라운드 니트_Charcoal,남,https://image.msscdn.net/thumbnails/images/goods_img/20241010/4505521/4505521_17300982664801_big.jpg?w=1200,39900,174,76,https://www.musinsa.com/products/4505521,상의,캐주얼
316,로코 포켓 다잉 코듀로이 셔츠 블루,리,LE2403SH07BL,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240910/4425917/4425917_17304282816530_big.jpg?w=1200,87200,174,60,https://www.musinsa.com/products/4425917,상의,워크웨어
317,소노 케이블 헨리넥 니트_Gray,맨인스토어 프로덕트,소노 케이블 헨리넥 니트_Gray,남,https://image.msscdn.net/thumbnails/images/goods_img/20241010/4505537/4505537_17292460251988_big.jpg?w=1200,39900,173,68,https://www.musinsa.com/products/4505537,상의,캐주얼
318,워크 스냅 셔츠 [화이트],밀로 우먼,MW105WHT,여,https://image.msscdn.net/thumbnails/images/goods_img/20240904/4401983/4401983_17259584541432_big.jpg?w=1200,78400,163,52,https://www.musinsa.com/products/4401983,상의,워크웨어
319,[무료반품]Comfort Polo Knit - 6 Color,포터리,PCE3MKN404,남,https://image.msscdn.net/thumbnails/images/goods_img/20240922/4450194/4450194_17270131368488_big.png?w=1200,269000,179,80,https://www.musinsa.com/products/4450194,상의,캐주얼
320,바이오 웨스턴 데님 셔츠_더스트블랙,디미트리블랙,DBD8SH01DB,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240808/4308174/4308174_17240574241573_big.jpg?w=1200,38900,173,68,https://www.musinsa.com/products/4308174,상의,워크웨어
321,로고 프린트 맨투맨 - 블랙 / 8055312,버버리,8055312SS23,남,https://image.msscdn.net/thumbnails/images/goods_img/20230323/3174401/3174401_16875028933101_big.jpg?w=1200,372845,178,78,https://www.musinsa.com/products/3174401,상의,캐주얼
322,바이오 웨스턴 데님 셔츠_라이트블루,디미트리블랙,DBD8SH01BL,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240808/4308173/4308173_17236028971078_big.jpg?w=1200,38900,172,68,https://www.musinsa.com/products/4308173,상의,워크웨어
323,SEERSUCKER GUAYABERA CUBA HALF SHIRT_BROWN,아웃스탠딩,OS24SSHS13BR,남,https://image.msscdn.net/thumbnails/images/goods_img/20240328/4000064/4000064_17134324461514_big.jpg?w=1200,43450,176,79,https://www.musinsa.com/products/4000064,상의,워크웨어
324,[SET] [후드티 OR 맨투맨 선택] CGP 스퀘어 로고 셋업_블랙,코드그라피,CBDWUTL006BKCBDWUTH006BKCBDWUTP006BK,남,https://image.msscdn.net/thumbnails/images/goods_img/20241007/4492300/4492300_17291320305724_big.jpg?w=1200,89900,169,63,https://www.musinsa.com/products/4492300,상의,캐주얼
325,슈퍼 파인 메리노 울 터틀넥 스웨터 컬렉션,건지 울른스,thumb_GW1DKN01,남,https://image.msscdn.net/thumbnails/images/goods_img/20241018/4535649/4535649_17338169115488_big.jpg?w=1200,126400,0,0,https://www.musinsa.com/products/4535649,상의,캐주얼
326,루프백 센터 백 스트라이프 풀오버 후드 - 네이비 / MJT086A03377415,톰브라운,MJT086A03377415SS23,남,https://image.msscdn.net/thumbnails/images/goods_img/20230502/3271706/3271706_16868166201795_big.jpg?w=1200,527313,179,74,https://www.musinsa.com/products/3271706,상의,캐주얼
327,스페이스 빌런 체크 후드 블랙,후드후드,HDBD03TS06-3,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240816/4339018/4339018_17249967295975_big.jpg?w=1200,59250,171,63,https://www.musinsa.com/products/4339018,상의,캐주얼
328,91 Work Shirt Jacket Black,에스피오나지,20240819-10,남,https://image.msscdn.net/thumbnails/images/goods_img/20240807/4303187/4303187_17236043245664_big.jpg?w=1200,118800,174,74,https://www.musinsa.com/products/4303187,상의,워크웨어
329,[30%적립금]케이블니트 코튼 스웨터 - 그레이,폴로 랄프 로렌,MNPOSWE16820583-020,남,https://image.msscdn.net/thumbnails/images/goods_img/20210826/2091652/2091652_2_big.jpg?w=1200,259000,175,70,https://www.musinsa.com/products/2091652,상의,캐주얼
330,[패션플래닛X더니트컴퍼니] 워셔블 코튼 크루넥 니트 12color,더니트컴퍼니,TMKT012430,남,https://image.msscdn.net/thumbnails/images/goods_img/20240830/4388024/4388024_17258834972522_big.jpg?w=1200,39900,176,71,https://www.musinsa.com/products/4388024,상의,캐주얼
331,웨스턴 데님 셔츠 - 블랙,윗,WD11SH440BK,남,https://image.msscdn.net/thumbnails/images/goods_img/20240222/3891110/3891110_17086534123275_big.jpg?w=1200,43200,177,69,https://www.musinsa.com/products/3891110,상의,워크웨어
332,소노 케이블 헨리넥 니트_Navy,맨인스토어 프로덕트,소노 케이블 헨리넥 니트_Navy,남,https://image.msscdn.net/thumbnails/images/goods_img/20241010/4505542/4505542_17314708395072_big.jpg?w=1200,39900,173,71,https://www.musinsa.com/products/4505542,상의,캐주얼
333,라지핏 폴리티컬 캠페인 로고 후드 - 라이트 핑크 / 739024TKVI91764,발렌시아가,739024TKVI91764SS24,여,https://image.msscdn.net/thumbnails/images/goods_img/20240131/3834115/3834115_17084079010885_big.jpg?w=1200,493095,0,0,https://www.musinsa.com/products/3834115,상의,캐주얼
334,오버사이즈 워시드 데님셔츠 블랙,굿라이프웍스,22FWGS01BK,공용,https://image.msscdn.net/thumbnails/images/goods_img/20220810/2708994/2708994_4_big.jpg?w=1200,43000,172,66,https://www.musinsa.com/products/2708994,상의,워크웨어
335,하드 트위스트 데님 셔츠 [딥블루],후브스,HVS24-SH06 BL,남,https://image.msscdn.net/thumbnails/images/goods_img/20240805/4296107/4296107_17239587568536_big.jpg?w=1200,54600,178,76,https://www.musinsa.com/products/4296107,상의,워크웨어
336,크루넥 리브 오버핏 하찌 니트 - 8 COLOR [ONE OR TWO],어게인스트 올 오즈,JT62,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230825/3498319/3498319_17304420951267_big.png?w=1200,16900,172,70,https://www.musinsa.com/products/3498319,상의,캐주얼
337,(Renew Ver.) 베이직 긴팔티셔츠 4종 ( 5Color ),브렌슨,BR718,공용,https://image.msscdn.net/thumbnails/images/goods_img/20160902/404474/404474_17276628553066_big.jpg?w=1200,19900,171,66,https://www.musinsa.com/products/404474,상의,캐주얼
338,ASI 에센셜 바이오워싱 데님 셔츠_라이트 블루,디미트리블랙,ABD8SH03BL,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240801/4288936/4288936_17234533688166_big.jpg?w=1200,36900,175,70,https://www.musinsa.com/products/4288936,상의,워크웨어
339,미니멀 오버핏 데님 셔츠_Light Blue,라퍼지스토어,LA24072954,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240729/4278602/4278602_17231129633924_big.jpg?w=1200,19800,174,70,https://www.musinsa.com/products/4278602,상의,워크웨어
340,리벳 아플리케 포켓 로고 후드 오가닉블랙,세터,SA243UTH04BK,공용,https://image.msscdn.net/thumbnails/images/goods_img/20221017/2870838/2870838_17338957959074_big.jpg?w=1200,118150,169,60,https://www.musinsa.com/products/2870838,상의,캐주얼
341,[무료반품]오버핏 데님 셔츠 (셋업)_SPYJE49C01,스파오,SPYJE49C01,남,https://image.msscdn.net/thumbnails/images/goods_img/20240725/4274231/4274231_17255839204869_big.jpg?w=1200,29900,173,66,https://www.musinsa.com/products/4274231,상의,워크웨어
342,클래식 세미 오버 데님 셔츠_Black,오로,m1037_240220441,여,https://image.msscdn.net/thumbnails/images/goods_img/20240807/4303101/4303101_17231285810013_big.jpg?w=1200,39900,164,54,https://www.musinsa.com/products/4303101,상의,워크웨어
343,[리뉴얼] 케이블 라운드 니트 - 9 COLOR,수아레,SBBAWLKN111,공용,https://image.msscdn.net/thumbnails/images/goods_img/20220818/2723763/2723763_17243810340211_big.jpg?w=1200,27416,170,63,https://www.musinsa.com/products/2723763,상의,캐주얼
344,TRIPLE STITCH CHAMBRAY WORK SHIRT_BLUE,아웃스탠딩,OS24FWSH02BL,남,https://image.msscdn.net/thumbnails/images/goods_img/20240719/4262399/4262399_17247266214611_big.jpg?w=1200,62300,175,74,https://www.musinsa.com/products/4262399,상의,워크웨어
345,western denim shirt 9oz indigo washed,유니폼브릿지,24prefall-3,남,https://image.msscdn.net/thumbnails/images/goods_img/20240710/4243067/4243067_17207745723101_big.jpg?w=1200,97200,173,75,https://www.musinsa.com/products/4243067,상의,워크웨어
346,[2PACK]시티보이 빅오버 데님 셔츠_3Color,라퍼지스토어,LA2407295,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240829/4384808/4384808_17254332641350_big.jpg?w=1200,39800,174,68,https://www.musinsa.com/products/4384808,상의,워크웨어
347,[무료반품]데님셔켓_GR MYWS6152,마인드브릿지,MYWS6152,남,https://image.msscdn.net/thumbnails/images/goods_img/20240325/3989413/3989413_17128318777858_big.jpg?w=1200,59300,175,74,https://www.musinsa.com/products/3989413,상의,워크웨어
348,[사은품 증정]코듀로이 라쿠로고 오버후드(그린),테이크이지,T21TS032-GN,공용,https://image.msscdn.net/thumbnails/images/goods_img/20211018/2183910/2183910_3_big.jpg?w=1200,48300,169,61,https://www.musinsa.com/products/2183910,상의,캐주얼
349,시그니처 스트라이프 터틀넥 니트 - 블랙 스트라이프 / 212562758210,토템,212562758210FW24,여,https://image.msscdn.net/thumbnails/images/goods_img/20240701/4225687/4225687_17212843100854_big.jpg?w=1200,357990,0,0,https://www.musinsa.com/products/4225687,상의,캐주얼
350,빈티지 스웨이드 셔츠 - 브라운,구빈,gjk0041,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240229/3915395/3915395_17091935881768_big.jpg?w=1200,44500,175,77,https://www.musinsa.com/products/3915395,상의,워크웨어
351,스톤 워싱 오버핏 데님 긴팔 셔츠 (MIDDLE BLUE),트릴리온,TRFSH07MB,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230811/3461175/3461175_16917270988057_big.jpg?w=1200,39800,176,76,https://www.musinsa.com/products/3461175,상의,워크웨어
352,[무료반품]054928 울 케이블 크루넥 스웨터 5GG_6color,지오다노,01054928,남,https://image.msscdn.net/thumbnails/images/goods_img/20241105/4587022/4587022_17313123094483_big.jpg?w=1200,67800,176,81,https://www.musinsa.com/products/4587022,상의,캐주얼
353,하프집업 스트라이프 스웨트 셔츠 그린 (BC4241C20M),빈폴 멘,BC4241C20M,남,https://image.msscdn.net/thumbnails/images/goods_img/20240207/3854528/3854528_17231788590982_big.jpg?w=1200,97700,0,0,https://www.musinsa.com/products/3854528,상의,캐주얼
354,오버사이즈 투포켓 코듀로이 셔츠 민트,굿라이프웍스,23FWGS72MI,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230925/3592162/3592162_17167788287689_big.jpg?w=1200,39800,178,71,https://www.musinsa.com/products/3592162,상의,워크웨어
355,스티치 로고 라운드 니트 [핑크],무아무아,_MUT24004_,여,https://image.msscdn.net/thumbnails/images/goods_img/20240731/4287409/4287409_17237954459144_big.jpg?w=1200,34900,164,54,https://www.musinsa.com/products/4287409,상의,캐주얼
356,CASHMERE WOOL CREWNECK KNIT [LIGHT GREY],유니온블루,UNION-KN01LG,남,https://image.msscdn.net/thumbnails/images/goods_img/20240105/3777727/3777727_17056499311232_big.jpg?w=1200,124200,176,67,https://www.musinsa.com/products/3777727,상의,캐주얼
357,[기모선택] ASI 포시즌 에센셜 피그먼트 후드 티셔츠_차콜,디미트리블랙,ABD8TH01CH,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240801/4288950/4288950_17234187400333_big.png?w=1200,37900,174,69,https://www.musinsa.com/products/4288950,상의,캐주얼
358,스톤 워싱 오버핏 데님 긴팔 셔츠 (BLEACH BLUE),트릴리온,TRFSH07BH,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230811/3461171/3461171_16917272518980_big.jpg?w=1200,39800,172,64,https://www.musinsa.com/products/3461171,상의,워크웨어
359,소프트 텍스쳐 세미 오버핏 데일리 니트_8 COLOR,키뮤어,KBDAUKL001,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230814/3465171/3465171_17302726844674_big.jpg?w=1200,28900,171,66,https://www.musinsa.com/products/3465171,상의,캐주얼
360,오버 핏 스트라이프 럭비 셔츠 [네이비/아이보리],멜란지 마스터,MABTL101-NA/IV,남,https://image.msscdn.net/thumbnails/images/goods_img/20220419/2500334/2500334_2_big.jpg?w=1200,36390,173,67,https://www.musinsa.com/products/2500334,상의,프레피
361,Waffle Helyneck Drop Shoulder Sleeve(3color),유앤엘씨,ULC4210TP,남,https://image.msscdn.net/thumbnails/images/goods_img/20220330/2455460/2455460_1_big.jpg?w=1200,35000,174,66,https://www.musinsa.com/products/2455460,상의,캐주얼
